n;nhsn_code;procedimiento_qx;descripcion;cie9
398;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.28
399;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.31
400;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.32
401;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.33
402;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.34
403;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.39
404;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.41
405;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.42
406;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.43
407;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.48
408;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.49
409;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.98
410;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.99
411;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.01
412;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.02
413;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.03
414;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.06
415;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.1
416;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.20
417;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.26
418;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.3
419;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.4
420;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.51
421;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.52
422;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.59
423;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.6
424;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.81
425;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.82
426;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.83
427;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.84
428;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.85
429;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.86
430;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.89
431;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.93
432;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.99
433;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";53.80
434;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";53.81
435;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";53.82
436;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";53.83
437;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";53.84
438;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.02
439;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.09
440;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.12
441;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.2
442;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.31
443;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.39
444;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.4
445;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.50
446;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.51
447;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.52
448;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.6
449;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.7
450;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.81
451;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.89
452;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.91
453;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.92
454;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.93
455;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.94
456;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.95
457;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.98
458;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.99
459;VHYS;Histerectomía vaginal;Extirpación del útero a través de la vagina o de incisión en elperiné;68.51
460;VHYS;Histerectomía vaginal;Extirpación del útero a través de la vagina o de incisión en elperiné;68.59
461;VHYS;Histerectomía vaginal;Extirpación del útero a través de la vagina o de incisión en elperiné;68.71
462;VHYS;Histerectomía vaginal;Extirpación del útero a través de la vagina o de incisión en elperiné;68.79
463;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.2
464;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.31
465;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.32
466;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.33
467;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.34
468;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.35
469;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.39
470;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.42
471;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.43
472;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;54.95
473;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";53.71
474;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";53.72
475;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";53.75
476;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.0
477;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.11
478;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.12
479;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.19
480;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.3
481;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.4
482;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.51
483;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.59
484;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.61
485;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.63
486;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.64
487;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.71
488;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.75
489;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.92
490;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.93
