n;nhsn_code;procedimiento_qx;descripcion;cie9
347;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.98
348;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;17.11
349;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;17.12
350;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;17.13
351;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;17.21
352;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;17.22
353;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;17.23
354;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;17.24
355;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.00
356;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.01
357;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.02
358;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.03
359;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.04
360;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.05
361;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.10
362;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.11
363;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.12
364;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.13
365;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.14
366;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.15
367;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.16
368;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.17
369;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.21
370;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.29
371;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.31
372;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.39
373;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.41
374;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.42
375;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.43
376;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.49
377;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.51
378;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.59
379;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.61
380;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.62
381;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.63
382;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.69
383;HPRO;Prótesis de cadera;Artroplastia de cadera;00.70
384;HPRO;Prótesis de cadera;Artroplastia de cadera;00.71
385;HPRO;Prótesis de cadera;Artroplastia de cadera;00.72
386;HPRO;Prótesis de cadera;Artroplastia de cadera;00.73
387;HPRO;Prótesis de cadera;Artroplastia de cadera;00.85
388;HPRO;Prótesis de cadera;Artroplastia de cadera;00.86
389;HPRO;Prótesis de cadera;Artroplastia de cadera;00.87
390;HPRO;Prótesis de cadera;Artroplastia de cadera;81.51
391;HPRO;Prótesis de cadera;Artroplastia de cadera;81.52
392;HPRO;Prótesis de cadera;Artroplastia de cadera;81.53
393;HTP;Trasplante cardiaco;Trasplante del corazón;37.51
394;HTP;Trasplante cardiaco;Trasplante del corazón;37.52
395;HTP;Trasplante cardiaco;Trasplante del corazón;37.53
396;HTP;Trasplante cardiaco;Trasplante del corazón;37.54
397;HTP;Trasplante cardiaco;Trasplante del corazón;37.55
398;HYST;Histerectomía abdominal;Extirpación del útero a través de una incisiónabdominal;68.31
399;HYST;Histerectomía abdominal;Extirpación del útero a través de una incisiónabdominal;68.39
400;HYST;Histerectomía abdominal;Extirpación del útero a través de una incisiónabdominal;68.41
401;HYST;Histerectomía abdominal;Extirpación del útero a través de una incisiónabdominal;68.49
402;HYST;Histerectomía abdominal;Extirpación del útero a través de una incisiónabdominal;68.61
403;HYST;Histerectomía abdominal;Extirpación del útero a través de una incisiónabdominal;68.69
404;KPRO;Prótesis de rodilla;Artroplastia de rodilla;00.80
405;KPRO;Prótesis de rodilla;Artroplastia de rodilla;00.81
406;KPRO;Prótesis de rodilla;Artroplastia de rodilla;00.82
407;KPRO;Prótesis de rodilla;Artroplastia de rodilla;00.83
408;KPRO;Prótesis de rodilla;Artroplastia de rodilla;00.84
409;KPRO;Prótesis de rodilla;Artroplastia de rodilla;81.54
410;KPRO;Prótesis de rodilla;Artroplastia de rodilla;81.55
411;KTP;Trasplante renal;Trasplante de riñón;55.61
412;KTP;Trasplante renal;Trasplante de riñón;55.69
413;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;03.01
414;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;03.02
415;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;03.09
416;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;80.50
417;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;80.51
418;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;80.53
419;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;80.54
420;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;80.59
421;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.60
422;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.61
423;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.62
424;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.63
425;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.64
426;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.65
427;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.66
428;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.67
429;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.68
430;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.69
431;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.80
432;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.81
433;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.82
434;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.83
435;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.84
436;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.85
437;LTP;Trasplante hepático;Trasplante de hígado;50.51
438;LTP;Trasplante hepático;Trasplante de hígado;50.59
439;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;30.1
440;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;30.21
441;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;30.22
442;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;30.29
443;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;30.3
444;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;30.4
445;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;31.45
446;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;40.40
447;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;40.41
448;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;40.42
449;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.01
450;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.02
451;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.11
452;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.12
453;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.24
454;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.31
455;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.32
456;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.34
457;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.35
458;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.39
459;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.4
460;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.51
461;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.52
462;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.54
463;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.91
464;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.01
465;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.09
466;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.12
467;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.13
468;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.21
469;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.22
470;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.23
471;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.24
472;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.25
473;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.29
474;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.31
475;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.39
476;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.41
477;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.49
478;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.51
479;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.52
480;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.53
481;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.54
482;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.71
483;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.72
484;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.73
485;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.74
486;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.75
487;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.76
488;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.79
489;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.81
490;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.89
491;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.92
492;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.93
493;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.94
494;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.95
495;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.99
496;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;00.50
497;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;00.51
498;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;00.52
499;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;00.53
500;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;00.54
501;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;17.51
502;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;17.52
503;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.70
504;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.71
505;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.72
506;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.73
507;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.74
508;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.75
509;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.76
510;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.77
511;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.79
512;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.80
513;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.81
514;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.82
515;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.83
516;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.85
517;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.86
518;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.87
519;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.89
520;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.94
521;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.95
522;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.96
523;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.97
524;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.98
525;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.99
526;PRST;Cirugía prostática;Escisión prostática suprapúbica, retropúbica, radical o perineal. No incluye la reseccióntransuretral;60.12
527;PRST;Cirugía prostática;Escisión prostática suprapúbica, retropúbica, radical o perineal. No incluye la reseccióntransuretral;60.3
528;PRST;Cirugía prostática;Escisión prostática suprapúbica, retropúbica, radical o perineal. No incluye la reseccióntransuretral;60.4
529;PRST;Cirugía prostática;Escisión prostática suprapúbica, retropúbica, radical o perineal. No incluye la reseccióntransuretral;60.5
530;PRST;Cirugía prostática;Escisión prostática suprapúbica, retropúbica, radical o perineal. No incluye la reseccióntransuretral;60.61
531;PRST;Cirugía prostática;Escisión prostática suprapúbica, retropúbica, radical o perineal. No incluye la reseccióntransuretral;60.62
532;PRST;Cirugía prostática;Escisión prostática suprapúbica, retropúbica, radical o perineal. No incluye la reseccióntransuretral;60.69
533;PVBY;Cirugía arterial periférica de “bypass”;Intervenciones de “bypass” en arterias periféricas;39.29
534;REC;Cirugía rectal;Operaciones sobre el recto;48.25
535;REC;Cirugía rectal;Operaciones sobre el recto;48.35
536;REC;Cirugía rectal;Operaciones sobre el recto;48.40
537;REC;Cirugía rectal;Operaciones sobre el recto;48.42
538;REC;Cirugía rectal;Operaciones sobre el recto;48.43
539;REC;Cirugía rectal;Operaciones sobre el recto;48.49
540;REC;Cirugía rectal;Operaciones sobre el recto;48.50
541;REC;Cirugía rectal;Operaciones sobre el recto;48.51
542;REC;Cirugía rectal;Operaciones sobre el recto;48.52
543;REC;Cirugía rectal;Operaciones sobre el recto;48.59
544;REC;Cirugía rectal;Operaciones sobre el recto;48.61
545;REC;Cirugía rectal;Operaciones sobre el recto;48.62
546;REC;Cirugía rectal;Operaciones sobre el recto;48.63
547;REC;Cirugía rectal;Operaciones sobre el recto;48.64
548;REC;Cirugía rectal;Operaciones sobre el recto;48.65
549;REC;Cirugía rectal;Operaciones sobre el recto;48.69
550;REC;Cirugía rectal;Operaciones sobre el recto;48.74
551;RFUSN;Refusión vertebral;Fusión de vértebras;81.30
552;RFUSN;Refusión vertebral;Fusión de vértebras;81.31
553;RFUSN;Refusión vertebral;Fusión de vértebras;81.32
554;RFUSN;Refusión vertebral;Fusión de vértebras;81.33
555;RFUSN;Refusión vertebral;Fusión de vértebras;81.34
556;RFUSN;Refusión vertebral;Fusión de vértebras;81.35
557;RFUSN;Refusión vertebral;Fusión de vértebras;81.36
558;RFUSN;Refusión vertebral;Fusión de vértebras;81.37
559;RFUSN;Refusión vertebral;Fusión de vértebras;81.38
560;RFUSN;Refusión vertebral;Fusión de vértebras;81.39
561;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.01
562;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.02
563;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.15
564;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.31
565;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.32
566;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.33
567;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.34
568;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.51
569;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.61
570;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.62
571;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.63
572;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.91
573;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.01
574;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.02
575;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.20
576;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.21
577;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.22
578;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.23
579;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.24
580;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.31
581;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.39
582;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.41
583;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.51
584;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.71
585;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.72
586;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.73
587;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.74
588;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.93
589;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.2
590;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.33
591;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.41
592;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.42
593;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.43
594;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.5
595;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.93
596;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.95
597;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.99
598;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.09
599;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.1
600;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.20
601;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.21
602;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.22
603;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.23
604;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.25
605;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.26
606;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.29
607;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.30
608;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.39
609;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.41
610;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.49
611;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.50
612;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.59
613;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.6
614;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.9
